gene,A1,A2,A3,B1,B2,B3
gene2044,3.35,5.22,4.36,1.44,2.35,2.08
gene2045,13.56,18.35,8.3,24.31,34.18,34.1
gene2046,33.55,19.45,23.99,12.69,6.94,17.4
gene2047,0.11,0.19,0.24,0.72,0.8,0.98
gene2048,20.88,27.5,2.12,3.89,7.8,4.16
gene2049,0.17,0.26,0.06,0.78,0.5,0.69
gene2050,3.52,4.44,1.51,7.07,12.26,9.88
gene2051,3.01,2.9,0.73,11.44,1.98,6.3
gene2052,8.99,9.92,8.72,24.85,14.37,23
gene2053,0.28,0.13,0,0.72,0.43,0.69
gene2054,1.73,0.39,2,0.48,0.5,0.46
gene2055,2.01,0.32,1.03,1.32,3.96,7.11
gene2056,0.22,0.13,0.48,0.78,0.56,2.31
gene2057,29.36,20.09,13.08,63.83,32.26,79.06
gene2058,2.51,2.32,1.76,6.65,3.41,5.32
gene2059,1.84,0.97,0.97,6.83,1.18,4.28
gene2060,96.4,50.03,150.23,66.28,45.7,53.92
gene2061,0.89,0.45,0.55,1.02,0.99,3.64
gene2062,3.96,5.54,4.85,1.32,2.6,1.62
gene2063,4.63,1.61,1.82,14.07,3.28,13.35
gene2064,0.56,0.58,1.33,0.06,0.31,0.29
gene2065,0.22,0.13,0,0.96,0.8,0.92
gene2066,8.71,9.79,2.12,22.21,13.25,26.53
gene2067,27.8,29.69,21.2,49.7,51.02,50.05
gene2068,0.73,0.39,0.55,0,0,0
gene2069,2.23,2.19,1.03,0.06,0.12,0.52
gene2070,7.42,5.86,6.48,23.65,15.05,20.92
gene2071,1.12,2.9,2.54,5.09,7.24,13.75
gene2072,1.95,1.09,1.39,9.76,3.96,9.71
gene2073,22.72,8.69,16.66,64.18,34.86,56.93
gene2074,11.89,3.16,8.42,25.09,8.48,31.56
gene2075,0.39,0.19,0.3,0.84,0.37,1.39
gene2076,3.74,2.32,1.21,7.01,7.31,12.19
gene2077,1.06,0.26,0.24,9.58,4.4,23.35
gene2078,4.74,1.29,6.97,0.78,0.8,2.14
gene2079,0.06,0.06,0,0.24,0.43,0.4
gene2080,17.86,8.76,16.05,1.2,1.11,1.91
gene2081,21.94,15.58,30.59,9.46,12.26,13.87
gene2082,21.6,15.71,31.99,9.82,12.45,12.77
gene2083,22.78,17.45,30.96,9.58,11.83,13.93
gene2084,11,10.75,4.54,0.06,0,0
gene2085,0.5,0.39,0.24,1.68,0.37,1.5
gene2086,10.66,19.58,0.36,3.11,2.79,2.6
gene2087,9.99,9.79,6.78,32.81,18.33,24.91
gene2088,0.67,1.55,0.79,1.92,5.57,1.5
gene2089,0.45,0.52,0.24,1.98,0.68,0.92
gene2090,20.77,10.69,23.5,29.76,17.21,80.91
gene2091,0.39,0.19,0.06,1.74,0.87,1.91
gene2092,3.63,5.15,0.85,8.14,10.34,8.9
gene2093,9.6,8.5,3.21,32.99,8.42,20.63
gene2094,3.35,0.9,9.45,0.48,0.25,1.27
gene2095,1.45,0.97,0.42,2.75,0.99,6.76
gene2096,12.39,18.61,5.39,36.46,24.52,26.99
gene2097,1.12,2.06,4.6,10.36,6.69,7.8
gene2098,0.17,0.13,0.18,0.54,1.18,0.81
gene2099,4.24,1.35,5.82,1.32,0.5,1.73
gene2100,1.84,2.32,0.61,5.57,4.71,13.12
gene2101,0.5,0.84,0.3,0.06,0.19,0.06
gene2102,5.47,2.7,2.12,9.52,3.1,15.37
gene2103,26.01,32.26,9.93,57.24,39.01,50.11
gene2104,32.21,69.09,13.39,26.64,13.68,7.51
gene2105,3.01,4.19,2.73,4.61,6.63,13.99
gene2106,0.06,0,0,0.78,1.42,3.29
gene2107,0.33,0.06,0.3,0.54,0.74,0.92
gene2108,0.39,0.26,0.55,2.39,0.5,1.5
gene2109,23.95,18.22,9.03,42.81,25.88,44.91
gene2110,0.33,0.19,0.12,0.66,0.56,1.04
gene2111,0.89,0.97,0.42,4.25,1.92,1.68
gene2112,5.14,3.67,2.18,24.55,10.53,23.29
gene2113,5.02,8.11,2.91,12.15,12.2,14.51
gene2114,18.09,16.81,11.45,42.99,26.44,34.79
gene2115,3.74,1.74,3.45,9.64,4.64,17.8
gene2116,0.73,0.45,0.42,0.24,0.25,0.06
gene2117,0.45,0.64,0.24,2.16,0.56,1.73
gene2118,0.78,0.26,0.24,0.12,0.06,0
gene2119,0.22,0.26,0.06,0.48,1.11,1.96
gene2120,7.26,6.31,2.6,15.03,15.17,16.47
gene2121,3.07,4.64,4.06,0.66,2.72,0.64
gene2122,0.17,0.39,0.18,0.96,0.93,0.23
gene2123,18.81,14.17,4.18,42.81,20.25,38.84
gene2124,0.28,0.52,0.3,1.92,0.37,1.5
gene2125,0.67,0.32,0.24,2.57,0.31,2.31
gene2126,9.04,8.82,7.81,20.24,15.98,21.5
gene2127,0.78,0.45,0.3,1.26,1.61,1.33
gene2128,0.45,0.52,0.42,1.8,1.3,1.33
gene2129,0,0,0,0.48,0.43,0.35
gene2130,0.61,0.58,0.61,0.36,0,0.23
gene2131,0,0.32,0.12,2.45,0.8,1.79
gene2132,0.61,0.06,0.73,14.73,2.6,3.47
gene2133,0.56,0.52,0.55,1.44,1.3,1.44
gene2134,3.29,1.22,1.09,12.99,5.94,16.47
gene2135,1.62,1.61,0.42,4.13,3.1,3.01
gene2136,8.37,4.83,4.91,21.91,6.01,24.91
gene2137,7.31,9.98,3.88,2.45,3.53,3.81
gene2138,4.08,3.16,1.88,10.9,7,10
gene2139,0.5,0.32,0.18,0.48,0.99,2.14
gene2140,3.29,4.83,0.36,11.14,12.2,3.24
gene2141,0.73,0.45,0.18,2.28,0.37,2.25
gene2142,8.93,5.92,5.09,33.77,8.17,16.99
gene2143,1.4,2.06,0.67,2.45,3.53,5.89
gene2144,0.28,0.26,0.12,1.32,0.8,0.69
gene2145,22.16,6.7,40.71,0.06,0.37,0.12
gene2146,0.17,0.13,0.06,1.08,0.37,0.87
gene2147,0.33,0.58,0.18,0.48,0.56,2.37
gene2148,0,0,0,11.56,4.27,7.98
gene2149,2.9,2.19,1.58,2.69,11.02,12.77
gene2150,1.23,0.64,0.79,2.34,2.91,3.35
gene2151,29.36,22.67,16.42,57.84,37.96,52.59
gene2152,0.22,0.19,0.3,0.66,0.99,1.68
gene2153,12.34,15.65,16.36,7.78,6.63,7.11
gene2154,21.04,24.73,12.36,61.67,52.51,69.82
gene2155,0.39,0.71,0.36,0.12,0.19,0
gene2156,1.56,1.74,0.61,4.37,5.45,6.94
gene2157,0.22,0.06,0.18,0.54,0.25,0.69
gene2158,0.84,0.32,0.18,2.39,0.25,1.96
gene2159,0.78,0.32,0.55,7.24,1.3,5.61
gene2160,2.07,4.83,1.64,0.6,1.11,0.69
gene2161,0.28,0.32,0.24,0.36,0.74,1.91
gene2162,6.36,8.5,2.24,12.45,14.18,13.18
gene2163,0.22,0.13,0.06,0.36,0.87,0.75
gene2164,0.17,0.19,0.06,0.36,0.74,0.58
gene2165,0.5,1.03,0.3,1.92,3.59,3.29
gene2166,0.33,0.52,0.24,0.6,3.53,2.31
gene2167,2.68,1.16,1.45,7.54,3.34,4.85
gene2168,1.28,1.29,0.42,0.06,0.12,0
gene2169,0.28,0.58,0.67,1.44,1.42,3.01
gene2170,2.96,2.06,0.91,4.31,6.87,5.84
gene2171,2.12,2.25,0.55,0.42,0.19,0.69
gene2172,0,0,0.06,0.84,0.56,0.46
gene2173,0.73,0.13,0.24,1.62,0.62,1.62
gene2174,8.54,6.89,3.45,16.53,11.21,19.94
gene2175,2.57,3.35,2.3,16.41,4.89,10.23
gene2176,0.67,0.77,0.91,2.75,1.18,3.35
gene2177,1.28,1.03,0.85,0.3,0.12,0.58
gene2178,4.52,5.86,2.85,1.98,1.11,1.85
gene2179,11.16,4.7,3.45,17.84,6.81,21.27
gene2180,0.17,0.13,0.06,1.74,1.67,5.14
gene2181,4.86,3.61,4.12,1.86,0.43,0.69
gene2182,0.28,0.26,0.06,1.5,0.43,1.1
gene2183,0.28,0.58,0.91,0.18,0,0.23
gene2184,23.17,29.69,5.45,38.14,30.16,49.99
gene2185,13.62,5.09,12.18,31.07,14.37,28.95
gene2186,0.33,0.45,0.3,2.93,0.25,1.39
gene2187,0.39,0.9,0.24,2.1,0.87,1.91
gene2188,9.1,11.08,5.03,16.88,18.45,17.34
gene2189,4.74,5.54,1.82,0.24,0.12,0.12
gene2190,2.62,3.86,0.97,6.71,6.19,8.15
gene2191,2.29,2.77,1.15,8.5,7.86,8.73
gene2192,17.58,24.79,9.09,6.47,11.27,8.03
gene2193,3.63,2.25,2.3,5.75,7.99,7.98
gene2194,1.17,1.09,0.55,4.73,1.36,3.29
gene2195,0.84,1.55,0.79,5.81,2.41,5.95
gene2196,5.3,0.45,0.61,9.34,1.55,17.11
gene2197,3.57,6.5,5.09,1.62,2.04,3.12
gene2198,0.5,0.39,0.06,1.5,0.8,1.73
gene2199,11.78,8.76,13.93,26.88,27.99,29.59
gene2200,14.12,11.2,9.69,35.57,22.42,36.53
gene2201,1.79,0.19,3.33,0.36,0.31,0.64
gene2202,3.91,0.39,2.18,0.6,0.5,0.35
gene2203,3.18,2.96,3.76,1.38,1.49,1.39
gene2204,1.56,1.61,2.48,8.98,4.09,3.99
gene2205,96.18,81.14,158.77,61.07,82.17,61.26
gene2206,0.5,0.26,0.67,0.12,0.19,0
gene2207,0.11,0.13,0.06,0.84,0.62,0.23
gene2208,29.31,32.84,39.86,59.28,77.34,132.93
gene2209,26.29,19.19,15.08,59.63,19.2,45.66
gene2210,1.12,2.58,0.79,3.23,4.15,6.65
gene2211,0.5,0.19,0.24,3.53,2.23,1.1
gene2212,0.33,0.39,0.61,1.5,0.68,3.29
gene2213,0.45,0.39,0.42,1.62,0.74,3.58
gene2214,6.64,5.99,4.12,25.33,13.19,24.22
gene2215,13.34,8.44,3.63,3.95,2.79,4.51
gene2216,1.28,0.77,0.67,0.48,0.19,0.17
gene2217,5.36,3.48,3.76,1.62,2.04,1.16
gene2218,10.94,15.2,7.75,3.77,5.51,5.14
gene2219,25.12,9.98,110.8,11.62,7.86,27.97
gene2220,0.17,0.06,0.18,0.6,0.31,0.98
gene2221,2.68,2.58,1.7,0.42,0.12,0.23
gene2222,0.11,0.45,0,0.72,1.49,0.69
gene2223,3.74,4.44,2.73,7.3,16.84,7.74
gene2224,3.8,5.09,1.88,7.18,6.69,13.7
gene2225,1.73,0.71,2.06,6.83,2.11,4.97
gene2226,50.18,26.98,34.59,23.71,22.73,12.48
gene2227,36.79,19.96,35.01,9.58,5.33,11.39
gene2228,0.17,0.19,0,0.48,0.25,0.52
gene2229,4.63,6.18,1.7,11.32,7.62,12.43
gene2230,15.85,1.16,15.69,2.16,1.67,5.14
gene2231,1.62,1.8,0.48,5.93,6.01,6.07
gene2232,25.96,2.58,24.17,4.43,4.52,7.8
gene2233,0.5,0.45,0.42,2.04,1.05,2.08
gene2234,14.4,5.73,15.51,34.01,23.78,33.35
gene2235,1.51,0.32,2.91,0.18,0.43,0.75
gene2236,38.85,25.76,73.78,26.16,22.79,31.09
gene2237,15.69,7.02,24.72,7.07,6.69,8.96
gene2238,4.24,2.38,2.3,21.79,11.52,23.98
gene2239,24.67,28.66,13.39,33.47,45.7,51.55
gene2240,0.84,0.32,0.91,3.77,1.24,1.68
gene2241,5.58,0.97,6.48,25.21,2.41,18.55
gene2242,1.06,0.45,0.85,0.06,0.12,0.64
gene2243,2.07,1.93,0.55,8.8,2.6,2.66
gene2244,0.17,0.19,0.06,1.26,0.5,0.69
gene2245,0.28,0.19,0.42,0.9,1.18,1.39
gene2246,4.02,3.99,3.39,2.1,1.24,1.62
gene2247,3.07,9.98,4.66,1.5,2.66,2.89
gene2248,0.56,0.32,0.61,0.54,2.54,1.33
gene2249,46.89,30.78,61.06,21.55,13.31,39.88
gene2250,2.57,3.22,1.58,4.49,4.4,9.77
gene2251,0,0,0,0.9,0.31,0.69
gene2252,53.14,24.15,30.65,23.77,20.93,7.11
gene2253,0.84,0.45,0.48,2.69,2.6,2.72
gene2254,11.5,14.49,2.85,2.75,3.34,5.32
gene2255,1.28,1.29,0.24,4.31,2.54,4.05
gene2256,16.41,9.02,12.24,22.33,27.18,27.91
gene2257,38.46,45.59,46.71,27,27.86,26.93
gene2258,6.36,4.64,4,16.53,7.8,14.22
gene2259,1.06,0.77,0.42,0.36,0.31,0.06
gene2260,0.06,0.13,0.12,0.3,0.62,0.23
gene2261,0.22,0.32,0.24,0.54,0.74,0.87
gene2262,4.52,5.41,3.76,1.5,2.72,1.96
gene2263,0.22,0.19,0.24,0.54,0.68,1.1
gene2264,4.13,4.7,4.97,2.04,1.24,2.31
gene2265,0.28,0.06,0.24,0.6,0.56,0.75
gene2266,0,0,0.06,0.6,0.56,0.23
gene2267,0,0.13,0,0.3,0.31,0.35
gene2268,0.45,0.13,0.24,0.84,0.37,1.5
gene2269,2.62,1.93,3.15,11.62,8.92,9.13
gene2270,22.5,30.72,23.02,12.81,13.5,15.37
gene2271,1.62,2.45,0.73,0.48,0.74,0.23
gene2272,8.15,8.31,12.24,6.23,3.9,3.35
gene2273,0.17,0.13,0,0.78,0.31,1.96
gene2274,5.14,15.91,6.91,11.14,23.65,30
gene2275,1.62,1.87,1.33,5.99,5.02,5.09
gene2276,1.06,0.32,4.06,0.42,0.25,0.81
gene2277,0.39,0.26,0.42,0.06,0.06,0.12
gene2278,0,0,0,0.42,0.31,0.23
gene2279,1.23,2.19,1.09,0,0,0
gene2280,4.8,3.16,2.85,10.3,7.18,9.19
gene2281,2.18,1.87,0.55,3.65,6.44,5.14
gene2282,22.72,21.57,10.54,65.56,30.65,69.53
gene2283,0,0.06,0.24,0.54,0.37,1.27
gene2284,8.37,10.43,7.63,6.29,2.66,3.81
gene2285,0.78,0.58,0.06,3.89,0.56,3.41
gene2286,0.67,0.19,0.55,2.34,0.56,1.21
gene2287,1.12,0.13,0.85,4.97,0.87,2.89
gene2288,0.39,0.45,0.3,0.12,0,0.12
gene2289,0.95,0.52,0.85,0.12,0.25,0.46
gene2290,7.7,3.8,12.96,4.13,2.97,3.18
gene2291,4.47,3.93,2.79,19.34,8.36,13.06
gene2292,4.3,4.83,2.79,1.68,0.5,2.31
gene2293,3.46,3.93,1.45,8.62,4.95,9.25
gene2294,4.63,5.41,5.33,1.32,2.41,2.14
gene2295,3.91,3.8,0.73,0.96,0.56,1.44
gene2296,15.41,15.84,8.18,42.09,28.92,33.35
gene2297,1.06,0.52,0.18,2.63,2.04,2.49
gene2298,0.84,0.77,0.24,0.18,0.25,0.12
gene2299,3.18,2.51,1.03,0.36,0.06,0.46
gene2300,19.54,5.22,18.11,6.47,5.51,5.84
gene2301,5.08,3.86,3.21,23.05,5.45,23.41
gene2302,1.06,0.71,0.36,4.13,0.99,3.12
gene2303,0.95,0.71,0.36,2.16,2.54,3.12
gene2304,0.61,0.39,0.18,1.38,0.62,1.5
gene2305,0.06,0,0,0.6,0.25,0.64
gene2306,2.9,4.77,3.76,10.12,8.73,12.25
gene2307,0.5,0.9,0.55,0.18,0.25,0.17
gene2308,5.41,4.57,3.7,19.64,9.85,24.68
gene2309,0.5,0.32,0.12,3.41,1.36,0.92
gene2310,14.68,10.75,4.18,3.17,2.35,5.14
gene2311,21.88,31.75,29.2,10.12,14.8,13.64
gene2312,18.37,13.97,17.45,7.07,5.94,11.73
gene2313,3.01,3.67,2,1.32,0.8,0.75
gene2314,0.28,0.13,0.12,1.38,0.37,0.46
gene2315,1.28,1.55,0.67,0.06,0.31,0.23
gene2316,0.56,0.19,0.24,0.72,1.18,0.75
gene2317,0.11,0.13,0.12,0.54,0.5,0.81
gene2318,0.73,0.26,0.55,0,0.25,0.06
gene2319,1.45,1.48,1.39,0.66,0.43,0.64
gene2320,95.4,41.66,196.7,57.9,58.7,47.16
gene2321,2.12,0.45,1.27,6.23,2.35,8.55
gene2322,0.45,0,0.06,0.72,0.37,1.79
gene2323,0.33,0.58,0.06,1.2,0.93,1.5
gene2324,6.75,5.41,6.66,2.63,2.97,3.41
gene2325,0.33,0.19,0.36,1.8,0.43,1.21
gene2326,0.33,0.45,0.42,0.6,1.11,1.96
gene2327,57.38,52.22,69.85,36.28,43.59,35.25
gene2328,25.85,48.62,13.02,59.75,49.29,62.13
gene2329,7.98,4.19,2.54,12.09,7.86,14.16
gene2330,9.66,8.44,6.48,22.33,9.41,22.71
gene2331,0.61,0.45,1.09,0.3,0.12,0.29
gene2332,5.53,8.5,2.85,14.13,9.6,15.66
gene2333,0.28,0.64,0.42,2.04,0.87,0.92
gene2334,13.9,26.66,14.84,30.42,44.71,36.35
gene2335,8.09,8.5,4.73,24.49,9.72,17.68
gene2336,22.94,8.11,33.14,6.23,9.91,10.23
gene2337,24.78,16.29,8.18,54.13,30.09,47.51
gene2338,0.67,0.39,0.06,4.43,1.3,1.27
gene2339,5.19,2.45,3.51,0.66,1.3,1.62
gene2340,1.62,2.38,0.91,6.17,2.85,8.09
gene2341,77.87,43.53,121.58,50.53,42.66,39.13
gene2342,0.67,0.19,0.18,1.86,0.93,2.08
gene2343,0.67,0.45,0.3,1.62,0.68,1.62
gene2344,0.17,0.19,0.12,0.78,0.43,0.98
gene2345,0.28,0.32,0.91,1.8,1.11,2.89
gene2346,0,0.13,0,0.42,4.58,5.26
gene2347,2.57,1.61,0.67,14.01,9.66,8.03
gene2348,13.62,11.66,8.97,37.72,21.73,39.01
gene2349,25.9,27.37,16.05,9.88,9.41,15.26
gene2350,3.63,6.63,4.12,2.45,1.92,1.56
gene2351,68.33,37.16,144.24,45.09,39.75,36.01
gene2352,6.36,4.25,2.42,1.68,1.86,1.96
gene2353,0.33,0.52,0.36,1.56,0.56,2.6
gene2354,8.04,8.5,6.85,44.55,10.9,33.75
gene2355,2.51,0.97,1.51,4.31,2.29,7.46
gene2356,0.95,0.9,0.18,6.65,2.41,8.32
gene2357,1.95,1.55,1.82,8.32,4.71,14.22
gene2358,0.39,0.26,0.55,0,0.06,0.12
gene2359,3.41,0.32,6.6,0.12,0.43,0.87
gene2360,1.67,1.55,3.88,10.3,4.02,10.63
gene2361,0.33,0.39,0.24,0.24,0,0
gene2362,2.51,1.03,2.3,4.61,2.6,9.02
gene2363,0.17,0.45,0.12,0.36,0.99,1.33
gene2364,3.07,4.25,2.67,13.71,2.66,9.54
gene2365,0.39,0.06,0.18,0.9,0.43,1.04
gene2366,0.22,0.45,0.3,0,0,0.17
gene2367,0.22,0.13,2.06,9.94,1.05,6.99
gene2368,1.9,3.48,0.61,0.54,0.5,0.46
gene2369,1.95,0.77,0.61,6.23,0.87,5.14
gene2370,0.61,0.45,0.61,0,0.25,0.17
gene2371,0.33,0.26,0.12,1.38,0.56,0.4
gene2372,0.06,0.13,0.3,0.78,0.99,0.75
gene2373,1.56,1.48,1.33,0.24,0.19,0.75
gene2374,8.54,7.6,9.21,5.03,4.02,3.64
gene2375,1.79,0.71,1.03,3.95,2.48,4.74
gene2376,2.96,2.19,2.24,11.14,7.68,26.12
gene2377,8.71,6.7,2.91,2.99,1.67,2.54
gene2378,3.07,1.74,3.45,8.38,3.41,10.69
gene2379,21.27,22.02,21.69,45.74,38.27,43.46
gene2380,9.99,9.72,4.97,20.96,11.08,23.46
gene2381,0.45,0.32,0.24,1.38,0.25,3.24
gene2382,0.11,0.64,0,1.2,0.43,1.68
gene2383,3.13,3.67,0.97,11.2,5.51,9.94
gene2384,67.38,72.7,64.21,38.62,45.82,39.18
gene2385,6.87,6.31,10.12,2.45,3.72,3.06
gene2386,20.49,7.28,25.38,2.1,9.23,8.55
gene2387,0.28,0.77,0.06,1.26,1.42,1.21
gene2388,0.78,0.71,0.36,3.29,1.98,0.35
gene2389,10.49,9.02,4.97,18.08,14.24,17.05
gene2390,0.73,0.19,0.91,18.26,5.82,18.26
gene2391,0.5,0.13,0.24,1.68,0.62,1.16
gene2392,0.61,0.77,0.91,3.35,1.24,5.03
gene2393,0.17,0.26,0.18,2.39,0.68,1.85
gene2394,3.68,1.09,3.33,0.66,1.05,1.21
gene2395,2.57,1.87,1.45,5.15,2.97,7.17
gene2396,0.84,1.87,1.21,7.6,7.12,7.46
gene2397,0.28,0.26,0.3,1.74,0.25,1.21
gene2398,1.4,1.42,0.42,3.89,1.92,3.64
gene2399,12.62,17.32,4,24.49,19.32,27.68
gene2400,17.14,11.78,6.18,33.41,12.01,36.76
gene2401,0.95,0.52,0.12,3.23,1.61,0.4
gene2402,17.58,1.29,14.84,1.56,3.16,2.66
gene2403,0.95,1.8,3.45,6.29,4.21,13.81
gene2404,6.75,7.08,4.91,2.28,2.54,3.12
gene2405,5.81,4.77,1.88,16.7,9.91,16.59
gene2406,8.71,7.15,4.42,18.08,9.35,22.19
gene2407,2.23,0.45,4.3,0.36,0.25,0
gene2408,0.5,0.26,0.55,0.06,0,0
gene2409,0.89,0.71,0.42,0.18,0,0
gene2410,1.28,0.26,2.24,0.3,0.43,0.12
gene2411,2.07,0.71,3.33,0.3,0.62,0.46
gene2412,1.67,1.55,0.48,3.71,1.61,5.89
gene2413,0.28,0.19,0.18,1.5,0.5,1.39
gene2414,4.74,3.61,3.09,14.67,6.01,17.86
gene2415,10.16,11.01,8.18,17,22.17,21.04
gene2416,3.96,5.28,4.24,1.44,2.17,2.14
gene2417,2.74,1.35,1.15,8.8,9.35,7.17
gene2418,0.17,0.13,0.06,0.42,0.5,0.69
gene2419,8.32,8.05,10.42,26.22,9.16,27.11
gene2420,7.48,4.89,7.03,54.78,22.48,38.66
gene2421,3.91,5.6,2.6,7.84,13.07,7.57
gene2422,0.78,0.9,0.36,1.68,1.42,1.91
gene2423,0.45,0.45,0.61,2.22,0.87,1.1
gene2424,0.67,0.84,0.18,3.17,1.11,2.14
gene2425,0.11,0.06,0,0.36,0.37,0.35
gene2426,2.46,1.03,1.88,6.17,2.91,7.86
gene2427,0,0,0,0.72,0.31,0.98
gene2428,43.65,45.01,19.63,26.88,11.64,21.04
gene2429,4.3,4.38,2.42,10.12,5.45,11.1
gene2430,0.67,0.9,1.21,0.18,0.19,0.23
gene2431,1.17,0.77,0.48,1.2,2.6,2.66
gene2432,23.56,22.92,32.41,14.79,14.61,16.07
gene2433,0.78,0.26,1.39,0.12,0.19,0.23
gene2434,2.4,0.77,2.85,1.86,29.54,20.57
gene2435,3.13,6.05,1.94,1.62,1.73,0.46
gene2436,1.45,1.35,1.33,4.91,2.66,4.1
gene2437,1,1.74,0.55,4.55,2.48,3.64
gene2438,5.97,6.95,1.51,11.2,8.73,14.28
gene2439,1.12,2.7,0.67,0.36,0.87,0.12
gene2440,0.89,0.77,1.94,0.54,0.19,0.52
gene2441,0.06,0,0.06,0.3,0.25,1.5
gene2442,8.6,3.61,4,1.62,3.72,0.98
gene2443,34.67,15.84,9.75,8.26,9.41,8.96
gene2444,2.34,1.16,1.82,11.32,3.28,7.34
gene2445,3.46,2.83,1.39,7.42,6.44,9.19
gene2446,0.39,0.19,0.06,0.84,0.37,0.69
gene2447,0.33,0.26,0.61,0,0,0
gene2448,7.48,8.31,5.21,20.96,9.6,13.99
gene2449,0.5,0.26,0.18,2.34,0.31,0.87
gene2450,3.24,1.61,2.3,8.5,2.41,7.51
gene2451,1.51,2.25,0.85,0.3,0.68,0.4
gene2452,0.78,0.77,0.18,1.68,1.73,1.21
gene2453,0.78,0.45,0.61,2.22,0.68,2.77
gene2454,1.06,1.16,0.36,1.56,5.08,3.06
gene2455,0.89,0.26,0.18,1.86,0.31,2.54
gene2456,1.79,1.09,0.36,0.48,0.37,0.29
gene2457,37.85,27.43,67.12,23.47,26.01,26.47
gene2458,62.86,62.91,71.78,35.98,43.16,38.32
gene2459,0.28,0.45,0.42,0,0,0.12
gene2460,0.28,0.45,0.42,3.11,2.17,2.66
gene2461,3.85,4.7,3.57,0.18,0.12,0.81
gene2462,4.52,4.19,8.72,2.81,2.66,2.6
gene2463,0.84,2.9,0.61,0.24,0.62,0.52
gene2464,1,0.58,1.33,0.18,0.25,0.29
gene2465,0.17,0.06,0.12,1.32,0.37,1.39
gene2466,1.12,2.45,0.79,2.87,4.15,6.24
gene2467,1,1.09,0.48,3.29,3.78,2.6
gene2468,1.06,1.09,0.73,2.39,1.61,3.35
gene2469,0.33,0.39,0.67,0.12,0.06,0.17
gene2470,0.22,0.77,0.36,0,5.76,4.28
gene2471,1.06,0.84,1.21,2.87,2.54,2.37
gene2472,0,0,0.18,2.81,0.37,4.45
gene2473,0.39,0.19,0.73,3.53,1.42,1.33
gene2474,1.51,1.42,1.09,4.19,1.67,8.03
gene2475,1.9,1.74,1.76,5.21,5.14,8.26
gene2476,0.5,0.58,0.24,0.24,0.12,0
gene2477,0.33,0.58,0.24,0.12,0.19,0
gene2478,0.5,0.32,0.18,2.69,1.61,2.37
gene2479,1.51,0.84,0.67,4.97,1.61,6.13
gene2480,1.84,0.52,1.82,3.35,2.72,8.55
gene2481,0.39,0.13,0.12,2.57,0.74,3.35
gene2482,1.4,1.61,1.03,8.08,0.99,5.55
gene2483,1.4,0.9,0.61,0.48,0.25,0.46
gene2484,10.89,10.88,6.66,3.59,2.6,5.2
gene2485,23,12.49,43.62,11.68,8.05,15.72
gene2486,19.76,11.59,28.77,10.72,8.17,13.29
gene2487,9.77,9.4,7.94,6.53,2.85,3.58
gene2488,0.22,0.32,0.3,0,0.12,0.06
gene2489,2.4,1.29,1.7,5.09,4.58,4.22
gene2490,3.29,0.26,5.88,0.06,1.11,1.1
gene2491,2.23,3.41,0.73,11.86,5.63,11.96
gene2492,4.97,1.74,2.48,16.47,5.7,17.57
gene2493,0.22,0.39,0.3,0,0,0
gene2494,8.82,9.72,7.69,5.21,2.54,3.24
gene2495,0.56,0.45,0.3,1.92,0.37,1.62
gene2496,16.52,20.86,60.88,7.01,14.18,25.02
gene2497,5.14,3.99,5.51,11.68,8.85,13.35
gene2498,2.12,1.48,0.67,5.81,0.74,6.3
gene2499,6.53,3.86,9.21,25.51,16.6,28.61
gene2500,3.63,2.12,3.39,13.41,7.12,16.76
gene2501,0.89,0.71,1.15,0.06,0.12,0.4
gene2502,0.56,0.06,0.55,1.5,5.26,8.26
gene2503,0.22,0.06,0,0.6,0.31,0.35
gene2504,4.24,3.03,8.54,18.8,14.86,20
gene2505,10.49,8.63,6.48,59.45,16.04,46.76
gene2506,16.52,13.39,18.66,8.68,6.13,10
gene2507,0.22,0.32,0.06,0.6,0.56,0.92
gene2508,0.33,0.19,0.18,1.14,0.56,0.69
gene2509,0.06,0.06,0.24,0.48,0.31,1.33
gene2510,0.39,0,0.06,0.6,0.68,0.87
gene2511,0.17,0.39,0.24,0.96,0.8,1.1
gene2512,5.25,8.24,7.57,2.57,3.72,3.87
gene2513,0.61,0.26,0.12,1.32,0.68,0.92
gene2514,0.95,0.64,0.42,1.8,1.24,2.54
gene2515,1.62,0.39,5.15,0.24,0.68,1.16
gene2516,2.51,0.77,2.73,0.36,0.68,1.21
gene2517,0.22,0.32,0.42,0,0.12,0.12
gene2518,31.43,23.63,25.5,53.77,38.64,54.44
gene2519,19.87,15.52,15.33,42.99,21.3,35.02
gene2520,0,0,0,0.3,0.99,1.68
gene2521,6.08,4.25,2.24,26.94,9.78,24.1
gene2522,1.4,0.71,0.42,3.77,2.04,3.24
gene2523,6.64,4.38,1.7,13.65,4.4,14.33
gene2524,0.17,0,0.12,0.9,0.25,1.21
gene2525,1.62,0.71,1.33,3.23,2.04,5.49
gene2526,0.11,0.19,0.18,0.36,0.5,0.75
gene2527,26.96,40.5,31.62,7.3,25.14,17.11
gene2528,2.23,2.77,0.85,3.11,4.95,6.47
gene2529,2.51,1.29,1.15,3.89,4.4,7.05
gene2530,28.86,24.15,12.18,33.65,47.43,38.55
gene2531,16.3,15.52,4.06,5.45,4.89,5.2
gene2532,32.43,33.81,34.89,22.93,20.06,19.65
